0.000000000000000000e+00,3.060000000000000000e+02,4.420000000000000000e+02,3.130000000000000000e+02,4.490000000000000000e+02,3.830000000000000000e+02,3.770000000000000000e+02,4.070000000000000000e+02,3.710000000000000000e+02,3.160000000000000000e+02
3.060000000000000000e+02,0.000000000000000000e+00,1.400000000000000000e+02,3.300000000000000000e+01,1.470000000000000000e+02,8.200000000000000000e+01,7.500000000000000000e+01,1.060000000000000000e+02,6.900000000000000000e+01,3.600000000000000000e+01
4.420000000000000000e+02,1.400000000000000000e+02,0.000000000000000000e+00,1.350000000000000000e+02,2.090000000000000000e+02,7.200000000000000000e+01,8.700000000000000000e+01,4.800000000000000000e+01,9.300000000000000000e+01,1.380000000000000000e+02
3.130000000000000000e+02,3.300000000000000000e+01,1.350000000000000000e+02,0.000000000000000000e+00,1.420000000000000000e+02,7.700000000000000000e+01,7.200000000000000000e+01,1.010000000000000000e+02,6.400000000000000000e+01,7.000000000000000000e+00
4.490000000000000000e+02,1.470000000000000000e+02,2.090000000000000000e+02,1.420000000000000000e+02,0.000000000000000000e+00,1.510000000000000000e+02,1.460000000000000000e+02,1.750000000000000000e+02,1.380000000000000000e+02,1.450000000000000000e+02
3.830000000000000000e+02,8.200000000000000000e+01,7.200000000000000000e+01,7.700000000000000000e+01,1.510000000000000000e+02,0.000000000000000000e+00,2.900000000000000000e+01,2.400000000000000000e+01,3.500000000000000000e+01,8.000000000000000000e+01
3.770000000000000000e+02,7.500000000000000000e+01,8.700000000000000000e+01,7.200000000000000000e+01,1.460000000000000000e+02,2.900000000000000000e+01,0.000000000000000000e+00,5.300000000000000000e+01,3.000000000000000000e+01,7.500000000000000000e+01
4.070000000000000000e+02,1.060000000000000000e+02,4.800000000000000000e+01,1.010000000000000000e+02,1.750000000000000000e+02,2.400000000000000000e+01,5.300000000000000000e+01,0.000000000000000000e+00,5.900000000000000000e+01,1.040000000000000000e+02
3.710000000000000000e+02,6.900000000000000000e+01,9.300000000000000000e+01,6.400000000000000000e+01,1.380000000000000000e+02,3.500000000000000000e+01,3.000000000000000000e+01,5.900000000000000000e+01,0.000000000000000000e+00,6.700000000000000000e+01
3.160000000000000000e+02,3.600000000000000000e+01,1.380000000000000000e+02,7.000000000000000000e+00,1.450000000000000000e+02,8.000000000000000000e+01,7.500000000000000000e+01,1.040000000000000000e+02,6.700000000000000000e+01,0.000000000000000000e+00
