0.000000000000000000e+00,7.620000000000000000e+02,4.950000000000000000e+02,0.000000000000000000e+00,8.950000000000000000e+02,1.000000000000000000e+03,8.870000000000000000e+02,8.770000000000000000e+02,3.460000000000000000e+02,8.950000000000000000e+02,8.330000000000000000e+02,8.940000000000000000e+02,4.920000000000000000e+02,8.900000000000000000e+02,8.140000000000000000e+02
7.620000000000000000e+02,0.000000000000000000e+00,2.690000000000000000e+02,7.620000000000000000e+02,1.460000000000000000e+02,2.460000000000000000e+02,1.430000000000000000e+02,1.330000000000000000e+02,4.160000000000000000e+02,1.460000000000000000e+02,7.100000000000000000e+01,1.420000000000000000e+02,2.700000000000000000e+02,1.460000000000000000e+02,7.000000000000000000e+01
4.950000000000000000e+02,2.690000000000000000e+02,0.000000000000000000e+00,4.950000000000000000e+02,4.070000000000000000e+02,5.070000000000000000e+02,4.040000000000000000e+02,3.940000000000000000e+02,1.490000000000000000e+02,4.070000000000000000e+02,3.400000000000000000e+02,4.030000000000000000e+02,3.000000000000000000e+00,4.070000000000000000e+02,3.310000000000000000e+02
0.000000000000000000e+00,7.620000000000000000e+02,4.950000000000000000e+02,0.000000000000000000e+00,8.950000000000000000e+02,1.000000000000000000e+03,8.870000000000000000e+02,8.770000000000000000e+02,3.460000000000000000e+02,8.950000000000000000e+02,8.330000000000000000e+02,8.940000000000000000e+02,4.920000000000000000e+02,8.900000000000000000e+02,8.140000000000000000e+02
8.950000000000000000e+02,1.460000000000000000e+02,4.070000000000000000e+02,8.950000000000000000e+02,0.000000000000000000e+00,1.100000000000000000e+02,9.000000000000000000e+00,1.900000000000000000e+01,5.500000000000000000e+02,0.000000000000000000e+00,7.500000000000000000e+01,4.000000000000000000e+00,4.040000000000000000e+02,6.000000000000000000e+00,8.200000000000000000e+01
1.000000000000000000e+03,2.460000000000000000e+02,5.070000000000000000e+02,1.000000000000000000e+03,1.100000000000000000e+02,0.000000000000000000e+00,1.130000000000000000e+02,1.230000000000000000e+02,6.540000000000000000e+02,1.100000000000000000e+02,1.750000000000000000e+02,1.060000000000000000e+02,5.080000000000000000e+02,1.100000000000000000e+02,1.860000000000000000e+02
8.870000000000000000e+02,1.430000000000000000e+02,4.040000000000000000e+02,8.870000000000000000e+02,9.000000000000000000e+00,1.130000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+01,5.470000000000000000e+02,9.000000000000000000e+00,7.200000000000000000e+01,7.000000000000000000e+00,4.010000000000000000e+02,3.000000000000000000e+00,7.300000000000000000e+01
8.770000000000000000e+02,1.330000000000000000e+02,3.940000000000000000e+02,8.770000000000000000e+02,1.900000000000000000e+01,1.230000000000000000e+02,1.000000000000000000e+01,0.000000000000000000e+00,5.370000000000000000e+02,1.900000000000000000e+01,6.200000000000000000e+01,1.700000000000000000e+01,3.910000000000000000e+02,1.300000000000000000e+01,6.300000000000000000e+01
3.460000000000000000e+02,4.160000000000000000e+02,1.490000000000000000e+02,3.460000000000000000e+02,5.500000000000000000e+02,6.540000000000000000e+02,5.470000000000000000e+02,5.370000000000000000e+02,0.000000000000000000e+00,5.500000000000000000e+02,4.870000000000000000e+02,5.480000000000000000e+02,1.460000000000000000e+02,5.500000000000000000e+02,4.740000000000000000e+02
8.950000000000000000e+02,1.460000000000000000e+02,4.070000000000000000e+02,8.950000000000000000e+02,0.000000000000000000e+00,1.100000000000000000e+02,9.000000000000000000e+00,1.900000000000000000e+01,5.500000000000000000e+02,0.000000000000000000e+00,7.500000000000000000e+01,4.000000000000000000e+00,4.040000000000000000e+02,6.000000000000000000e+00,8.200000000000000000e+01
8.330000000000000000e+02,7.100000000000000000e+01,3.400000000000000000e+02,8.330000000000000000e+02,7.500000000000000000e+01,1.750000000000000000e+02,7.200000000000000000e+01,6.200000000000000000e+01,4.870000000000000000e+02,7.500000000000000000e+01,0.000000000000000000e+00,7.100000000000000000e+01,3.410000000000000000e+02,7.500000000000000000e+01,1.900000000000000000e+01
8.940000000000000000e+02,1.420000000000000000e+02,4.030000000000000000e+02,8.940000000000000000e+02,4.000000000000000000e+00,1.060000000000000000e+02,7.000000000000000000e+00,1.700000000000000000e+01,5.480000000000000000e+02,4.000000000000000000e+00,7.100000000000000000e+01,0.000000000000000000e+00,4.020000000000000000e+02,4.000000000000000000e+00,8.000000000000000000e+01
4.920000000000000000e+02,2.700000000000000000e+02,3.000000000000000000e+00,4.920000000000000000e+02,4.040000000000000000e+02,5.080000000000000000e+02,4.010000000000000000e+02,3.910000000000000000e+02,1.460000000000000000e+02,4.040000000000000000e+02,3.410000000000000000e+02,4.020000000000000000e+02,0.000000000000000000e+00,4.040000000000000000e+02,3.280000000000000000e+02
8.900000000000000000e+02,1.460000000000000000e+02,4.070000000000000000e+02,8.900000000000000000e+02,6.000000000000000000e+00,1.100000000000000000e+02,3.000000000000000000e+00,1.300000000000000000e+01,5.500000000000000000e+02,6.000000000000000000e+00,7.500000000000000000e+01,4.000000000000000000e+00,4.040000000000000000e+02,0.000000000000000000e+00,7.600000000000000000e+01
8.140000000000000000e+02,7.000000000000000000e+01,3.310000000000000000e+02,8.140000000000000000e+02,8.200000000000000000e+01,1.860000000000000000e+02,7.300000000000000000e+01,6.300000000000000000e+01,4.740000000000000000e+02,8.200000000000000000e+01,1.900000000000000000e+01,8.000000000000000000e+01,3.280000000000000000e+02,7.600000000000000000e+01,0.000000000000000000e+00
